     61.8476258,  055.29411, 016.8819,    00095.484,      000029.956
      068.795067,   00000058.518,    0019.10349,025.7727,    000012.034
      00003.14393,   00020.2086,   0030.214178,    00032.76119,     26.372049
      05.88207,  039.16088,      11.80510811,00057.141695,00051.81896
   68.62267397,     22.2757015,   0000037.0591,      0000062.895,     0000096.2756
  00015.7291,      002.6242938, 0000054.537,   70.443694,     0000055.7279
038.63535,15.995788,33.9547666,      044.56185142,   036.653207
 51.6822289,22.86992,      00074.518623,    00014.416955,  029.270156
  065.5871,0020.71013,   091.274346,021.97216,     00013.409582
     00058.73004,     25.84497,     000027.47305,   64.65063201,     079.4645
052.28348,    91.2121246,  00000092.426,      0039.98198,   099.7244052
00095.3103,   96.563717,   44.57668955,    000031.55798,  087.1341938
 00071.229,      0099.2648,   91.873122,      25.781406,   21.1427538
    0002.879844,     00097.411322,     000074.1665,     0000099.8387,  00057.878
    00072.7948,    0034.7913, 081.826324,     00009.626436, 0084.8982079
      000012.98421,      0038.78547,000022.12207,0000019.062,    0000015.903
      014.30693,5.6305169, 000039.417,   00034.92065,     0073.5282382
021.1083, 0021.4063921,  0028.068,   25.17399708,     11.1043429
    0012.8918,   97.8418841,   0016.264069,   0.59514759,    0013.0146
0025.084863,18.31468665, 000096.2726,71.59844,  000067.43711
     79.74018711,  35.74792545,    000045.9912,    077.12313,   00018.2622
     0000010.211,      5.91525401,75.91995921,   89.94998278,000097.987
    1.1133654,    96.4894863,  098.41235,00054.788432, 00000078.621
      050.57875549,92.2235228,  53.6854911, 039.45927,     94.375188
79.224886,     14.3404953,  55.10229445,    056.0432, 0097.53726
     21.88453127,     058.6039,  00035.5579,    26.2234176,  96.82005056
 00063.854,  03.77048,  000037.44979,     00030.619,     000012.0043
      27.9124986,00033.7519, 0083.8539421,     000061.6258,   00088.772904
      028.8685826,   00000022.213, 0000038.726,  00020.027251,      000047.715
070.77585,     0025.91272,0000082.319,   044.356618,32.229436
  000056.845, 000013.959,      037.31709, 79.785791,39.4976114
      0089.8692064,078.69903,   00094.66,    00097.520295,1.19241032
00028.047289,      092.2041447,    00055.1854, 000071.77911,  84.2221203
  0025.73638,  00026.594,2.064897771,    000095.0479,      10.00081475
    82.955804,   5.187739343,    61.08678841,13.25611,  00018.58982
   027.68714176,  029.09431,      00007.3966, 0086.6418814, 070.326546
    29.88459409,  000024.0741,      0069.9027,  000091.7314,      00077.9214
    01.11465,    69.22739521, 0061.5687555,0092.024,  011.95193
     79.294249,    00000024.177,      38.10159,  68.11873983, 042.6356
  093.1455,     00096.370774,      000036.112,   56.9410065,     0000083.9659
   91.037311, 00030.958, 073.71387,     000059.22557,  000046.2594
      0081.8150019,  94.03652586,55.37818883,   000064.212,   9.16668674
1.69180769,    018.848905,    015.3449546,    029.2242, 61.31675645
  66.494956,    86.0306382,  0014.25981,    0051.9263,   45.3797968
 0074.640346,  000020.72,31.32204375,  6.757117323,     00022.19087
   1.639879659,    0053.9801418, 0011.898,  050.5722,51.3170261
     069.8216335,    0082.775,   96.7765303,      000004.3592,0037.9288933
087.0545758,    39.5613322,  00093.3432,   43.0259943, 000047.791
      00053.21252,    039.024483,      16.15081221,  0051.86876,    86.3637029
     0080.9185,    027.394192,      68.304697,  0099.139,      0000096.0839
  0007.6855709,   63.06900351,  000024.127, 0045.550187,   0057.2343342
   28.302155,     17.613784,   00033.38258,      000017.2259,     40.20807341
   034.7239388, 090.23533,      026.54480085,  7.113367, 085.51322
  000079.83436,    000050.14547,    052.0944012,    00024.543, 000082.4883
     00013.55179, 0047.95948,     030.64104, 000055.93328, 0000088.8355
   6.68056069,  3.834335153,000054.7281, 0086.7365, 03.53496628
00059.293,  0056.951,  37.5221414, 00024.999915, 00001.6988
    00072.2523,  000086.28917,      050.9861602,  51.67802,  00048.14
 072.407295,    0.9412193303,  50.13854031,     000021.3204, 00067.8051
   0087.92183,      0079.953,    00019.4537,      0072.2000418,74.13534854
 0096.13856,   00071.35458,    83.00510581,089.8893,      64.32751873
   26.87700724,      0072.63569,     000080.992,   16.64507758,      00093.42212
00090.8419,14.535909, 0082.6782,   97.3251461,      0008.283079
    09.22289,     34.8361691,00067.540647,   0.506925699,     00001.79868
     00027.43946,  97.98933529,  095.79204,0000040.462,      35.70845659
